# Human_geneid	Human_ids	Mouse_geneid	Mouse_ids
9851	ENST00000572370,Q2KHM9-2,ENST00000361413,Q2KHM9	74477	ENSMUST00000142530,Q6A000,ENSMUST00000108506
9852	ENST00000322716,Q7L775	77781	ENSMUST00000060711,Q8VEH5
9853	ENST00000361226,ENST00000455600,Q8N2Y8	100213	ENSMUST00000098106,ENSMUST00000131668,ENSMUST00000035645
9854	ENST00000336702,ENST00000648610,O14523,O14523-2	71764	ENSMUST00000065080,Q80X80
9855	ENST00000373287,O94887-2,O94887,O94887-3,ENST00000627550,ENST00000264042	227377	Q91VS8,ENSMUST00000120301
9856	Q5VV43-3,Q5VV43-4,Q5VV43,ENST00000616673,ENST00000535378,Q5VV43-2,ENST00000378214,ENST00000537886,ENST00000430948	210108	ENSMUST00000141572,Q5SZV5,ENSMUST00000006893
9857	ENST00000367607,Q5VT06	74081	E9Q309,ENSMUST00000138762
9858	ENST00000356818,ENST00000401470,ENST00000605286,ENST00000604351,Q5T8A7	241289	Q6A025
9859	ENST00000336415,Q5SW79,ENST00000366543,Q5SW79-3,Q5SW79-2	545389	Q6A065-3,ENSMUST00000194727,Q6A065,ENSMUST00000057037,Q6A065-2
9860	ENST00000361127,O94898	269473	ENSMUST00000198332,Q52KR2-2,Q52KR2,ENSMUST00000046316
9861	Q15008-2,Q15008-3,ENST00000394431,ENST00000295901,ENST00000482510,ENST00000492933,Q15008-4,Q15008	66413	ENSMUST00000022256,Q99JI4
9862	O75448,ENST00000535508,ENST00000394127,ENST00000394128,ENST00000356271,O75448-2,ENST00000501516	23989	ENSMUST00000017354,Q99K74-3,Q99K74,Q99K74-2
9863	ENST00000354212,Q86UL8,ENST00000419488,ENST00000522391,Q86UL8-2	50791	ENSMUST00000115267,Q9WVQ1,Q9WVQ1-3,ENSMUST00000101558,ENSMUST00000088516,Q9WVQ1-4,Q9WVQ1-2
9865	Q7L0X0	66873	Q9DBY4
9866	ENST00000646038,O15016,O15016-2,ENST00000402157	330627	ENSMUST00000106739,ENSMUST00000033339,Q924W6-2,Q924W6,ENSMUST00000106741
9867	ENST00000361189,O43164-2,O43164	224938	Q80U04,ENSMUST00000172733,ENSMUST00000172818,Q80U04-2
9868	ENST00000284320,O94826	28185	Q9CZW5,ENSMUST00000166897
9869	ENST00000368962,Q15047,ENST00000368969,ENST00000271640,Q15047-3,Q15047-2	84505	ENSMUST00000107171,ENSMUST00000015841,ENSMUST00000107170
9870	O15033-2,ENST00000556202,ENST00000356357,O15033	68497	ENSMUST00000043169,ENSMUST00000163231,Q8CHG5
9871	ENST00000280551,O94855-2,O94855,ENST00000511481	69608	ENSMUST00000047923
9873	O94868,O94868-3,ENST00000311172,O94868-2,ENST00000409418	207278	Q3USJ8,Q3USJ8-3,ENSMUST00000032931,ENSMUST00000098250,Q3USJ8-2
9874	ENST00000434911,Q9UKI8,ENST00000521943,Q9UKI8-4,Q9UKI8-2,Q9UKI8-3,Q9UKI8-5,ENST00000359766,ENST00000431350	228012	ENSMUST00000038584,Q8C0V0
9875	O60287,ENST00000382751	207932	Q571H0,Q571H0-2,ENSMUST00000140920
9877	O75152,ENST00000367212,ENST00000332127,ENST00000639812,ENST00000367210,ENST00000640465,ENST00000367214	70579	ENSMUST00000191896,Q6NZF1,ENSMUST00000027736
9878	O94842-3,O94842,O94842-2,ENST00000448790	268741	Q8BU11
9879	ENST00000354283,Q7L014,ENST00000452510	212880	Q569Z5,Q569Z5-2,ENSMUST00000172272
9880	O15060,ENST00000300101	320080	ENSMUST00000054287
9881	ENST00000646897,O15050,ENST00000429976,ENST00000645898	320429	Q8BV79,ENSMUST00000078626,Q8BV79-2
9882	ENST00000377636,ENST00000648194,O60343-5,O60343-4,O60343-2,O60343,ENST00000431480,ENST00000377625,O60343-3	210789	ENSMUST00000162617,ENSMUST00000100340,Q8BYJ6-2,ENSMUST00000161991,Q8BYJ6,ENSMUST00000161304,Q8BYJ6-4,Q8BYJ6-5,Q8BYJ6-3
9885	ENST00000645520,ENST00000358053,Q9H1P3,Q9H1P3-2,ENST00000313733,ENST00000645442	228983	Q8BX94,ENSMUST00000040668
9886	ENST00000337910,ENST00000357917,O94844	69288	ENSMUST00000164034,ENSMUST00000020101,ENSMUST00000067908,Q9DAK3
9887	Q92540-4,ENST00000347615,Q92540-5,Q92540-2,ENST00000508461,ENST00000507469,Q92540,ENST00000367537,ENST00000515829	226517	ENSMUST00000073441,ENSMUST00000043560,Q5RJH6-2,Q5RJH6-3,Q5RJH6,ENSMUST00000111836
9889	ENST00000216268,O75132	223773	ENSMUST00000041297,Q80WQ9
9890	Q7Z2D5-2,Q7Z2D5-3,ENST00000370185,ENST00000457765,Q7Z2D5	229791	ENSMUST00000061071,Q7TME0
9891	ENST00000261402,O60285-2,O60285	77976	Q641K5,ENSMUST00000020220
9892	ENST00000195649,ENST00000520302,ENST00000521743,O60641-3,O60641-2,ENST00000439399,O60641-4,O60641,ENST00000369694,ENST00000518312,ENST00000520213,ENST00000521485	20616	Q61548-2,ENSMUST00000074501,Q61548,ENSMUST00000098495,Q61548-3
9894	ENST00000262319,Q9Y4R8	71718	Q9DC40,ENSMUST00000024987,Q9DC40-2,ENSMUST00000115181
9895	O15040-2,ENST00000558678,ENST00000359520,O15040	104859	ENSMUST00000165978,ENSMUST00000169597
9896	Q92562,ENST00000230124	103199	Q91WF7,ENSMUST00000043814
9897	ENST00000318410,Q12768,ENST00000517845	223593	ENSMUST00000022976,Q8C2E7,Q8C2E7-2
9898	Q14157-5,Q14157-4,ENST00000271877,Q14157-3,Q14157-1,Q14157,ENST00000613315,ENST00000343815	74383	ENSMUST00000090908,Q80X50-5,ENSMUST00000195995,Q80X50-4,Q80X50,ENSMUST00000196843,ENSMUST00000064639,Q80X50-2,ENSMUST00000199834,Q80X50-3,ENSMUST00000029553,ENSMUST00000198322
9899	ENST00000557410,ENST00000394232,ENST00000330276,Q7L1I2-2,ENST00000545111,Q7L1I2	64176	ENSMUST00000085164,Q8BG39,ENSMUST00000206344,ENSMUST00000165175
9900	ENST00000369146,Q7L0J3-2,Q7L0J3	64051	ENSMUST00000035371,Q9JIS5
9901	ENST00000383836,O43295-3,ENST00000360413,O43295,O43295-2	259302	ENSMUST00000113169,ENSMUST00000088373,Q812A2
9902	Q9UBG0,ENST00000303375	17534	Q64449-2,ENSMUST00000100335,Q64449
9903	ENST00000377663,ENST00000377658,Q9UJP4-2,Q9UJP4	242785	ENSMUST00000097773,Q3U410
9904	ENST00000545145,ENST00000392561,ENST00000261741,Q9Y4C8	74111	Q8R3C6-2,Q8R3C6,ENSMUST00000031590
9905	O43147,ENST00000574563,O43147-3,ENST00000268989,ENST00000426855,O43147-2,O43147-5	97761	ENSMUST00000057631,Q80U12-2,Q80U12
9907	ENST00000648925,O43299-2,O43299-3,O43299,ENST00000649063	231855	ENSMUST00000038699,Q3U829
9908	Q9UN86,ENST00000359707,Q9UN86-2,ENST00000357854,ENST00000395719	23881	P97379,P97379-2,ENSMUST00000113127,ENSMUST00000164378,ENSMUST00000167918,ENSMUST00000202258,ENSMUST00000169094
9909	O75064,ENST00000368646,ENST00000361217	229541	Q3U1Y4-3,Q3U1Y4,ENSMUST00000129564,ENSMUST00000098914,Q3U1Y4-2
9910	ENST00000486220,Q5R372-4,ENST00000251507,ENST00000367690,Q5R372-7,Q5R372-2,Q5R372,ENST00000325589,ENST00000478442,Q5R372-5,Q5R372-3,ENST00000347255,B7ZAP0,ENST00000357444,ENST00000489615,Q5R372-6,Q5R372-8,ENST00000635248,Q5R372-9,ENST00000392064	29809	ENSMUST00000028049,A6H6A9-4,A6H6A9,A6H6A9-2,A6H6A9-3,ENSMUST00000028052
9911	ENST00000545499,O75069,O75069-2,O75069-3,ENST00000330675,O75069-5,ENST00000358024,ENST00000495538,ENST00000329800	68875	ENSMUST00000132435,ENSMUST00000045473,Q80W04,ENSMUST00000142609
9912	Q17R89,ENST00000580768,ENST00000379672,ENST00000544416,Q17R89-2,Q17R89-3,ENST00000262444,ENST00000340825	216831	Q5SSM3,Q5SSM3-2,ENSMUST00000047463,Q5SSM3-4,Q5SSM3-3
9913	ENST00000337768,O94864,O94864-2,ENST00000405491,O94864-4,ENST00000404798	72195	ENSMUST00000065388,Q9CZV5
9914	ENST00000420010,O75185-2,ENST00000416219,O75185,ENST00000262429,O75185-3	69047	A7L9Z8,ENSMUST00000095171
9915	ENST00000303329,Q9HBZ2-2,Q9HBZ2	11864	Q61324,Q61324-2,ENSMUST00000085077
9917	O75063,ENST00000263733	215015	Q8VCS3,ENSMUST00000086153
9918	Q15021,ENST00000315579	68298	ENSMUST00000043848,Q8K2Z4,Q8K2Z4-2
9919	O15027,O15027-2,O15027-4,ENST00000431893,O15027-3,ENST00000290037,O15027-5,ENST00000371706,ENST00000313050	227648	ENSMUST00000114082,E9QAT4,ENSMUST00000091252,E9QAT4-2
9920	O94819,ENST00000320248	74901	Q8BNW9,ENSMUST00000069399
9921	Q8N5U6-2,ENST00000325954,ENST00000413266,Q8N5U6	50849	Q3UIW5,Q3UIW5-2,ENSMUST00000040555,ENSMUST00000112097,ENSMUST00000112096
9922	ENST00000648114,Q6DN90-3,ENST00000273221,Q6DN90-2,Q6DN90,ENST00000618604,ENST00000648386,ENST00000613206	232227	Q8R0S2,Q8R0S2-2,ENSMUST00000101151,ENSMUST00000101153
9923	ENST00000375647,ENST00000404138,Q9NUA8-2,ENST00000374651,Q9NUA8	230848	ENSMUST00000049583
9924	ENST00000425394,Q504Q3-3,ENST00000257931,Q504Q3-2,ENST00000440411,Q504Q3	103135	Q8BGF7-3,Q8BGF7,ENSMUST00000219721,ENSMUST00000005825,Q8BGF7-2,Q8BGF7-4,ENSMUST00000218315
9925	ENST00000307750,O15062	230119	ENSMUST00000055028,ENSMUST00000180217,Q7TQG0,ENSMUST00000107817
9926	ENST00000366996,Q92604,ENST00000366997	226856	ENSMUST00000110855,ENSMUST00000110856,Q91YX5
9927	ENST00000235329,O95140,O95140-2	170731	ENSMUST00000030884,ENSMUST00000105715,Q80U63,ENSMUST00000105716,Q80U63-2
9928	ENST00000614960,Q15058	381293	L0N7N1,ENSMUST00000189413
9929	ENST00000216039,Q15040	74158	ENSMUST00000023061,Q9DBJ6
9931	P42694,P42694-2,ENST00000580168,ENST00000358691	78455	ENSMUST00000075012,ENSMUST00000100305,ENSMUST00000106746,Q6DFV5-3,Q6DFV5-2,Q6DFV5
9933	ENST00000397885,Q15397	52874	Q8BKS9,ENSMUST00000076219
9934	ENST00000309170,Q15391,ENST00000424796	140795	ENSMUST00000197220,ENSMUST00000196081,ENSMUST00000197841,Q9ESG6,ENSMUST00000065220,ENSMUST00000091112
9935	Q9Y5Q3	16658	P54841
9936	Q8IX05-2,ENST00000259053,ENST00000553424,Q8IX05,ENST00000429078	66205	Q9DCG2-2,ENSMUST00000074606,Q9DCG2,ENSMUST00000028356
9937	ENST00000361384,Q6PJP8,ENST00000369305	55947	ENSMUST00000182276,ENSMUST00000183143
9938	ENST00000409030,ENST00000467265,ENST00000463483,ENST00000479844,ENST00000409220,P42331-5,P42331-2,P42331,P42331-4,ENST00000409202,P42331-6,P42331-3	232201	ENSMUST00000071024,ENSMUST00000101197,Q8BYW1,ENSMUST00000113637,Q8BYW1-3,ENSMUST00000145128,Q8BYW1-2
9939	ENST00000583313,Q9Y5S9-2,Q9Y5S9	60365	ENSMUST00000196456,Q9CWZ3,Q9CWZ3-2,ENSMUST00000048915
9940	Q9Y238-3,ENST00000308059,ENST00000346219,Q9Y238,Q9Y238-2	320256	ENSMUST00000165231
9941	Q9Y2C4-3,ENST00000287675,Q9Y2C4,ENST00000453767,Q9Y2C4-4,ENST00000422077,Q9Y2C4-2	208194	Q8C163,ENSMUST00000035094
9942	ENST00000207870,O75191,O75191-2,ENST00000650590,ENST00000427323	102448	ENSMUST00000039610,Q3TNA1,ENSMUST00000213383
9943	O95747,ENST00000311806	108737	Q6P9R2,ENSMUST00000040853
9945	ENST00000253778,O94808	14584	Q9Z2Z9,ENSMUST00000020629
9946	O95825-2,ENST00000381554,O95825	66609	ENSMUST00000117644,ENSMUST00000073466,Q921W4-2,Q921W4
9948	O75083,O75083-3	22388	O88342,ENSMUST00000005234
9949	ENST00000372057,Q9Y4X0,Q9Y4X0-4,Q9Y4X0-3,ENST00000372059,Q9Y4X0-2,ENST00000262844	56068	Q9JHT5,ENSMUST00000041317
9950	Q8TBA6,ENST00000163416,Q8TBA6-2	27277	ENSMUST00000021609,Q9QYE6,ENSMUST00000179218
9951	ENST00000331351,Q9Y661	628779	ENSMUST00000106437
9955	Q9Y663,ENST00000284110	15478	ENSMUST00000058652,Q8BKN6
9956	Q9Y278,ENST00000261374	195646	Q673U1-2,Q673U1,ENSMUST00000084628
9957	O14792,ENST00000002596	15476	O35310,ENSMUST00000053116
9958	Q9Y4E8-4,Q9Y4E8,ENST00000353364,Q9Y4E8-2,ENST00000312635,Q9Y4E8-3,ENST00000280377	14479	Q8R5H1-2,Q8R5H1-4,Q8R5H1-5,Q8R5H1-3,Q8R5H1,ENSMUST00000220377,ENSMUST00000020334
9960	ENST00000540797,ENST00000380324,Q9Y6I4-2,ENST00000559257,ENST00000559192,Q9Y6I4	235441	ENSMUST00000127569,Q91W36,ENSMUST00000098613
9961	ENST00000357402,Q14764	78388	ENSMUST00000165096,Q9EQK5
9962	ENST00000338244,Q9UGH3,ENST00000379333,Q9UGH3-2	54338	ENSMUST00000127724,Q9EPR4-2,Q9EPR4,ENSMUST00000028815
9963	Q9UHI7,ENST00000353963,Q9UHI7-3,ENST00000348729,Q9UHI7-2	20522	Q9Z2J0,ENSMUST00000025212
9965	O95750,ENST00000294312	14170	ENSMUST00000033389,O35622
9966	O95150-3,O95150,ENST00000374045,O95150-2	326623	Q5UBV8
9967	ENST00000354618,Q9Y2W1,ENST00000469141	230753	ENSMUST00000080919,Q569Z6
9968	Q93074,Q93074-2,Q93074-3,ENST00000374080	59024	ENSMUST00000087948,A2AGH6-3,A2AGH6-2,A2AGH6
9969	Q9UHV7,ENST00000397786	327987	Q5SWW4,ENSMUST00000043624
9970	Q14994-15,ENST00000437437,Q14994,Q14994-3,ENST00000412844,ENST00000367981,Q14994-4,Q14994-8,ENST00000367983,Q14994-11,ENST00000512372,ENST00000428574,Q14994-16,Q14994-6,Q14994-10,Q14994-7,ENST00000367984,ENST00000442691,ENST00000511676,ENST00000504010,ENST00000505005,Q14994-13,Q14994-2,Q14994-5,ENST00000367985,ENST00000508740,Q14994-9,Q14994-12,ENST00000367982	12355	ENSMUST00000155126,O35627,ENSMUST00000111328,ENSMUST00000005820,O35627-2,ENSMUST00000137298,ENSMUST00000075469
9971	ENST00000188403,ENST00000551379,ENST00000648861,Q96RI1,Q96RI1-5,ENST00000392986,Q96RI1-2,ENST00000549996,Q96RI1-4,Q96RI1-1,ENST00000548884	20186	Q60641,ENSMUST00000105297,ENSMUST00000105296,Q60641-4,ENSMUST00000058126,Q60641-2,Q60641-3
9972	P49790-3,ENST00000537253,ENST00000262077,ENST00000613258,P49790-2,P49790	218210	ENSMUST00000021803
9973	ENST00000533244,ENST00000530961,O14618	12460	ENSMUST00000037246,Q9WU84
9975	ENST00000312521,Q14995,ENST00000383773	353187	ENSMUST00000090543,Q60674
9978	ENST00000216225,P62877	56438	ENSMUST00000023036,P62878
9980	Q9Y3R5,Q9Y3R5-2,ENST00000399151	70028	Q3UHQ6,ENSMUST00000227156,Q3UHQ6-2,ENSMUST00000045004
9982	Q14512,ENST00000382333	14181	O70514,ENSMUST00000199894,ENSMUST00000061299
9984	Q96FV9-2,Q96FV9,ENST00000261600,ENST00000582313,ENST00000583228	225160	Q8R3N6,ENSMUST00000025137
9985	O95072-2,ENST00000619469,ENST00000559797,ENST00000620473,ENST00000611366,O95072	56739	ENSMUST00000002395,Q8C5S7
9986	ENST00000309657,Q9Y256	19671	ENSMUST00000224707,ENSMUST00000225476,ENSMUST00000237022,ENSMUST00000025823,P57791
9987	O14979,ENST00000614627,O14979-2,O14979-3	50926	ENSMUST00000128187
9988	ENST00000331242,Q9Y222-5,ENST00000394703,ENST00000447863,Q9Y222-2,Q9Y222-3,ENST00000579677,Q9Y222,ENST00000579850,Q9Y222-4,ENST00000432937	23857	Q8CE22-2,Q8CE22,Q8CE22-5,ENSMUST00000183448,ENSMUST00000071921,ENSMUST00000095017,Q8CE22-4,ENSMUST00000184159,Q8CE22-3
9989	ENST00000400556,Q8TF05-2,ENST00000400555,Q8TF05	70351	Q8K2V1-2,Q8K2V1,ENSMUST00000160664,ENSMUST00000073104,ENSMUST00000162109
9990	Q9UHW9-4,Q9UHW9-5,Q9UHW9-2,ENST00000397707,Q9UHW9-6,ENST00000558589,Q9UHW9-3,ENST00000560164,Q9UHW9,ENST00000560611,ENST00000354181,ENST00000290209,ENST00000397702,ENST00000458406	107723	Q924N4-2,ENSMUST00000028549,Q924N4,ENSMUST00000053666,ENSMUST00000141047
9991	ENST00000343327,O95758-1,O95758,ENST00000374255,O95758-6,ENST00000374257,O95758-7,ENST00000458258,O95758-5,O95758-2,ENST00000334318,O95758-4	230257	ENSMUST00000102883,Q8BHD7-2,Q8BHD7,ENSMUST00000030076
9992	Q9Y6J6,ENST00000290310	246133	ENSMUST00000047383,Q9D808,ENSMUST00000113971
9993	ENST00000263196,P98153-2,P98153,ENST00000389262,P98153-3,ENST00000545799,ENST00000537045	13356	ENSMUST00000117945,P98154,ENSMUST00000012152
9994	Q9UKL3,ENST00000551025	26885	ENSMUST00000029950,Q9WUF3
9997	ENST00000543927,ENST00000252785,ENST00000535425,ENST00000395693,O43819	100126824	ENSMUST00000167643,Q8VCL2
10000	ENST00000263826,Q9Y243,ENST00000673466,ENST00000672578,Q9Y243-2,ENST00000336199,ENST00000366540	23797	ENSMUST00000111160,Q9WUA6,Q9WUA6-2
10001	ENST00000430055,O75586-3,ENST00000615788,ENST00000440435,O75586,ENST00000256379,O75586-2	69792	ENSMUST00000161598,ENSMUST00000161211,Q921D4,ENSMUST00000002756
10002	ENST00000621098,Q9Y5X4-2,Q9Y5X4,ENST00000617575	23958	ENSMUST00000034831,ENSMUST00000128060,Q9QXZ7
10003	Q9Y3Q0,ENST00000321955,Q9Y3Q0-2,ENST00000534061	72560	ENSMUST00000001826,ENSMUST00000172171,ENSMUST00000166825,Q9CZR2
10004	Q9UQQ1-7,Q9UQQ1-3,Q9UQQ1-4,Q9UQQ1-2,Q9UQQ1,Q9UQQ1-5,Q9UQQ1-8,Q9UQQ1-6,ENST00000358658	381204	ENSMUST00000044451,Q7M758
10005	ENST00000652771,ENST00000217455,ENST00000461272,ENST00000488679,O14734	170789	P58137,ENSMUST00000103094,ENSMUST00000017451
10006	Q8IZP0-11,Q8IZP0-3,Q8IZP0-9,ENST00000376166,ENST00000376139,Q8IZP0-10,ENST00000536334,ENST00000346832,ENST00000376138,ENST00000376137,ENST00000376170,Q8IZP0-5,Q8IZP0-8,ENST00000359188,Q8IZP0-6,Q8IZP0-12,ENST00000376142,ENST00000376160,Q8IZP0-2,ENST00000490841,Q8IZP0,ENST00000376140,Q8IZP0-4,Q8IZP0-7	11308	ENSMUST00000093171,ENSMUST00000091394,Q8CBW3-3,ENSMUST00000114544,Q8CBW3-5,Q8CBW3,Q8CBW3-2,Q8CBW3-4,ENSMUST00000149719,ENSMUST00000123948,ENSMUST00000140164,ENSMUST00000126112
10007	ENST00000311337,P46926,P46926-2,ENST00000500692,ENST00000503794	26384	ENSMUST00000063814,O88958
10008	ENST00000532569,ENST00000310128,Q9Y6H6	57442	ENSMUST00000170954,ENSMUST00000208260,ENSMUST00000179842,Q9WTW2,ENSMUST00000207995,ENSMUST00000049333,ENSMUST00000178946
10009	ENST00000557385,Q86T24,ENST00000326624	56805	ENSMUST00000115142,Q8BN78,ENSMUST00000049740
10010	ENST00000259075,Q92844-3,Q92844,Q92844-2,ENST00000403609,ENST00000392749	21353	P70347-2,P70347,ENSMUST00000141544,ENSMUST00000078074,P70347-4,ENSMUST00000112495,ENSMUST00000112501,P70347-3
10011	ENST00000602775,Q9HD15,ENST00000336283	24068	Q80VJ2,ENSMUST00000173482,ENSMUST00000173875
10013	ENST00000465269,ENST00000334136,Q9UBN7-2,ENST00000462730,ENST00000647398,ENST00000643374,Q9UBN7,ENST00000644068	15185	ENSMUST00000115642,Q9Z2V5
10014	ENST00000225983,ENST00000586802,ENST00000336057,Q9UQL6-2,Q9UQL6,Q9UQL6-3	15184	ENSMUST00000008999,ENSMUST00000107152,ENSMUST00000107150
10015	Q8WUM4-2,Q8WUM4,Q8WUM4-3,ENST00000457054,ENST00000307296	18571	ENSMUST00000111861,Q9WU78,ENSMUST00000035086,Q9WU78-2,Q9WU78-3
10016	ENST00000614778,ENST00000264933,O75340,O75340-3,ENST00000507528,ENST00000618970,ENST00000505221,O75340-2,ENST00000509581	18570	ENSMUST00000222759,ENSMUST00000022060,P12815-2,P12815
10017	ENST00000260442,Q9HD36,ENST00000561198	12049	Q9Z0F3,ENSMUST00000034709
10018	O43521-11,ENST00000615946,ENST00000393256,ENST00000361493,ENST00000452231,O43521-8,O43521-9,O43521-14,ENST00000337565,O43521-16,O43521-20,O43521-12,ENST00000622509,ENST00000610735,O43521-18,O43521-17,O43521-4,O43521-2,O43521-15,ENST00000620862,O43521,O43521-19,O43521-13,ENST00000622612,ENST00000357757,O43521-10,ENST00000415458,O43521-7,ENST00000308659,O43521-5,ENST00000621302,ENST00000619294,O43521-6,O43521-3	12125	ENSMUST00000089634,O54918-3,O54918-2,ENSMUST00000103210,ENSMUST00000110341,O54918
10019	ENST00000341259,ENST00000538307,Q9UQQ2	16923	ENSMUST00000122426,ENSMUST00000118580,ENSMUST00000040308,O09039,ENSMUST00000086310
10020	ENST00000539815,Q9Y223-2,Q9Y223,Q9Y223-4,ENST00000642385,Q9Y223-3,ENST00000539208,ENST00000447283,ENST00000543356,Q9Y223-5,ENST00000396594	50798	Q91WG8,ENSMUST00000102936,ENSMUST00000030201
10021	Q9Y3Q4,ENST00000261917	330953	ENSMUST00000034889
10022	ENST00000304526,Q9Y5Q6	23919	Q9WUG6,ENSMUST00000106869,ENSMUST00000084382
10023	Q92837,ENST00000371021	14296	P70339
10024	Q12815-3,ENST00000551245,ENST00000380327,ENST00000257909,Q12815,ENST00000548311,Q12815-2	78733	ENSMUST00000039665,B7ZNG4,ENSMUST00000230054
10025	Q9Y2X0,Q9Y2X0-2,Q9Y2X0-5,Q9Y2X0-4,ENST00000325464,Q9Y2X0-3	216154	ENSMUST00000165684,ENSMUST00000105378
10026	ENST00000370812,Q92643,Q92643-2	329777	Q9CXY9,ENSMUST00000159899,ENSMUST00000045029
10036	Q13111,Q13111-2,Q13111-3,ENST00000301280	27221	Q9QWF0,ENSMUST00000002914
10038	Q9UGN5-2,Q9UGN5,ENST00000429687,ENST00000250416	11546	ENSMUST00000036126,O88554
10039	ENST00000398755,Q9Y6F1-2,Q9Y6F1,ENST00000431474	235587	Q3ULW8-2,ENSMUST00000123555,ENSMUST00000067218,Q3ULW8,ENSMUST00000112479
10040	ENST00000575333,O75674-2,O75674-3,ENST00000575882,O75674,ENST00000536554	71943	ENSMUST00000107868,ENSMUST00000020849,ENSMUST00000107869,ENSMUST00000107867
10042	ENST00000216106,ENST00000418170,Q9UGU5	70823	ENSMUST00000109940,ENSMUST00000041759
10043	O60784-2,O60784-4,ENST00000449058,O60784-3,ENST00000447733,ENST00000425375,ENST00000424387,O60784,ENST00000411850	21968	ENSMUST00000078847,O88746,O88746-2
10044	Q8N5H7-6,ENST00000314830,ENST00000429553,Q8N5H7,Q8N5H7-5,Q8N5H7-3,ENST00000420366,ENST00000373276,Q8N5H7-2,ENST00000629203,ENST00000373277,Q8N5H7-4	27387	Q9QZS8-2,Q9QZS8,ENSMUST00000074248,ENSMUST00000113242
10046	ENST00000432680,Q13495-3,ENST00000370401,ENST00000426613,Q13495,Q13495-4	333639	ENSMUST00000114629,ENSMUST00000082088,ENSMUST00000239162,P0C6A2
10047	ENST00000246012,O60676,ENST00000449810	13012	ENSMUST00000028931,P32766
10048	Q96S59,Q96S59-2,Q96S59-3,ENST00000011619	56705	P69566-2,P69566,ENSMUST00000144326
10049	O75190,O75190-2,ENST00000459889,ENST00000429029,O75190-3,ENST00000443280,ENST00000262177,O75190-4	23950	ENSMUST00000012734,O54946,ENSMUST00000008733,ENSMUST00000114839,O54946-2
10050	Q9Y2C5-2,ENST00000377905,Q9Y2C5,Q9Y2C5-4,Q9Y2C5-3,ENST00000439485	319848	ENSMUST00000110407,Q5NCM1,ENSMUST00000021769
10051	Q9NTJ3-2,ENST00000469762,ENST00000344722,Q9NTJ3,ENST00000357388	70099	Q8CG47,ENSMUST00000042901
10052	ENST00000590758,ENST00000592524,P36383,ENST00000330514	14615	ENSMUST00000092567,P28229,ENSMUST00000068933,ENSMUST00000107075
10053	ENST00000250244,ENST00000590923,Q9Y6Q5,Q9Y6Q5-2	11768	ENSMUST00000003397,Q9WVP1-2,Q9WVP1,ENSMUST00000115433
10054	Q9UBT2,Q9UBT2-2,ENST00000439527,ENST00000246548	50995	Q9Z1F9,ENSMUST00000102746
10055	Q9UBE0,ENST00000270225,Q9UBE0-3,ENST00000413379,Q9UBE0-2,ENST00000392776,ENST00000596995	56459	ENSMUST00000211741,Q9R1T2-2,ENSMUST00000094815,ENSMUST00000210999,Q9R1T2
10056	ENST00000281828,Q9NSD9,Q9NSD9-2	23874	ENSMUST00000068333,ENSMUST00000189529,ENSMUST00000170217,Q9WUA2
10057	ENST00000334444,O15440,ENST00000427120,ENST00000382494,O15440-2,O15440-3,ENST00000443376,O15440-5,O15440-4	27416	ENSMUST00000096199,ENSMUST00000079158,Q9R1X5
10058	ENST00000295750,Q9NP58-4,ENST00000265316,Q9NP58	74104	Q9DC29,ENSMUST00000027396
10059	ENST00000452533,O00429-4,ENST00000414834,ENST00000381000,ENST00000547312,ENST00000549701,O00429-9,O00429-5,O00429-6,O00429-2,O00429,O00429-8,ENST00000553257,O00429-7,ENST00000266481,O00429-3,ENST00000358214	74006	Q8K1M6-5,Q8K1M6-3,ENSMUST00000096229,Q8K1M6-2,ENSMUST00000023477,ENSMUST00000230022,Q8K1M6,Q8K1M6-4,ENSMUST00000230980
10060	ENST00000261200,ENST00000544039,ENST00000261201,O60706,O60706-2	20928	ENSMUST00000087527,ENSMUST00000073173,ENSMUST00000100827,P70170-3,P70170-2,ENSMUST00000111771,P70170
10062	ENST00000407404,Q13133,ENST00000405853,ENST00000405576,ENST00000395397,Q13133-2,ENST00000441012,ENST00000481889,ENST00000529540,Q13133-3,ENST00000616973	22259	ENSMUST00000111356,ENSMUST00000002177,Q9Z0Y9,ENSMUST00000111354
10063	Q14061,ENST00000484810,ENST00000497116,ENST00000261070	12856	ENSMUST00000050273,P56394
10066	O15127,ENST00000268099	24044	Q9ERN0,ENSMUST00000045791
10068	ENST00000393703,ENST00000393707,ENST00000260049,ENST00000404792,O95998-4,O95998,ENST00000337131,ENST00000497194,O95998-3,ENST00000393705	16068	ENSMUST00000209844,Q9Z0M9,ENSMUST00000094134
10069	P57060,ENST00000493196	53858	Q99M03,ENSMUST00000039101
10072	ENST00000532677,ENST00000530165,Q9NY33-4,Q9NY33,Q9NY33-2	75221	Q99KK7,ENSMUST00000025851
10073	O95149,ENST00000308588	66069	Q80W37,ENSMUST00000068856
10075	Q7Z6Z7-3,Q7Z6Z7-2,ENST00000262854,ENST00000342160,Q7Z6Z7	59026	Q7TMY8-3,Q7TMY8,Q7TMY8-2,Q7TMY8-4,ENSMUST00000026292
